id,parsed_jt,certification,llm_evaluation,llm_explanation,certification_names,jt-certification match,cluster,cluster_label,seniority
38944,Specialized Support Paraprofessional Home Services,CPR certification,MATCH,CPR certification is highly relevant for home services roles to handle medical emergencies and ensure client safety.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38957,Specialty Instructor Physical Education and Wellness,First Aid certification,MATCH,First Aid is highly relevant for Physical Education instructors due to potential for injuries during activities.,First Aid certification,NO MATCH,8,Community & Recreation Services,Non-managerial
38978,Specifications Writer,LEED certification,MATCH,"Specifications writers in construction often incorporate building standards, including green building requirements like LEED.",LEED certification,NO MATCH,8,Community & Recreation Services,Non-managerial
38980,Specimen Processor,OSHA 10 certification,MATCH,OSHA training is relevant for safety when handling biological specimens and working in a laboratory environment.,OSHA 10 certification,,3,Allied Health & Biomedical,Non-managerial
38989,Speech Language Assistant SLPA,CPR certification,MATCH,"CPR certification is often required for roles involving direct patient care, common for Speech Language Assistants.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
38990,Speech Language Pathologist,CPR certification,MATCH,CPR certification is often required or highly recommended for healthcare professionals like Speech Language Pathologists working with patients.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38991,Speech Language Pathologist,CPR certification,MATCH,CPR certification is commonly required or highly recommended for Speech Language Pathologists working with patients in clinical or school settings.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38992,Speech Language Pathologist,CPR certification,MATCH,CPR certification is often required or highly recommended for healthcare professionals like Speech Language Pathologists working with patients.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38993,Speech Language Pathologist,CPR certification,MATCH,CPR certification is often required or highly recommended for healthcare professionals like Speech Language Pathologists working with patients.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38995,Speech Language Pathologist,CPR certification,MATCH,CPR certification is commonly required or highly recommended for Speech Language Pathologists working with patients in clinical or school settings.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38996,Speech Language Pathologist,CPR certification,MATCH,CPR certification is often required or highly recommended for healthcare professionals like Speech Language Pathologists working with patients.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38997,Speech Language Pathologist,CPR certification,MATCH,CPR certification is commonly required or highly recommended for Speech Language Pathologists working with patients in clinical or school settings.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38998,Speech Language Pathologist,CPR certification,MATCH,CPR certification is often required or highly recommended for healthcare professionals like Speech Language Pathologists working with patients.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
38998,Speech Language Pathologist,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Speech Language Pathologists require licensure from the relevant authority to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),,7,Behavioral Health Specialists,Non-managerial
38999,Speech Language Pathologist,CPR certification,MATCH,CPR certification is commonly required or highly recommended for Speech Language Pathologists working with patients in clinical or school settings.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
39000,Speech Language Pathologist,CPR certification,MATCH,CPR certification is often required or highly recommended for healthcare professionals like Speech Language Pathologists working with patients.,CPR certification,,7,Behavioral Health Specialists,Non-managerial
39011,Speech Language Pathologist Assistant,CPR certification,MATCH,CPR certification is commonly required for healthcare and education roles working directly with patients or students for safety.,CPR certification,,3,Allied Health & Biomedical,Non-managerial
39012,Speech Language Pathologist Assistant,CPR certification,MATCH,CPR certification is often required for healthcare roles working directly with patients for safety reasons.,CPR certification,,3,Allied Health & Biomedical,Non-managerial
39012,Speech Language Pathologist Assistant,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Licensure is typically required for Speech Language Pathologist Assistants to practice legally.,Licensure as required by Authority Having Jurisdiction (AHJ),,3,Allied Health & Biomedical,Non-managerial
39023,Speech Language Pathologist Preschool Elementary,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,"Licensure is typically required for Speech Language Pathologists to practice, as mandated by the relevant authority.",Licensure as required by Authority Having Jurisdiction (AHJ),,2,Education Professionals,Non-managerial
39024,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is often required for healthcare professionals, including SLPs, working in clinical or school settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39025,Speech Language Pathologist SLP,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Speech Language Pathologists require licensure from the relevant authority to practice.,Licensure as required by Authority Having Jurisdiction (AHJ),,7,Behavioral Health Specialists,Non-managerial
39026,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including SLPs, working with patients in various settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39027,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including SLPs, working with patients in various settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39028,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including SLPs, working with patients in various settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39030,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including SLPs, working with patients in various settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39032,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is commonly required for healthcare professionals, including SLPs, working with patients in various settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39032,Speech Language Pathologist SLP,Licensure as required by Authority Having Jurisdiction (AHJ),MATCH,Licensure is required to practice as a Speech Language Pathologist.,Licensure as required by Authority Having Jurisdiction (AHJ),,7,Behavioral Health Specialists,Non-managerial
39033,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is often required for healthcare professionals, including SLPs, working in clinical or school settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
39034,Speech Language Pathologist SLP,CPR certification,MATCH,"CPR certification is often required for healthcare professionals, including SLPs, working in clinical or school settings.",CPR certification,,7,Behavioral Health Specialists,Non-managerial
